index,Name,Email,Affiliation,Verified
Wentong Cai,Jinghui Zhong,/citations?user=AO5BsHwAAAAJ&hl=en,South China University of Technology,Verified email at scut.edu.cn
Wentong Cai,Yusen Li,/citations?user=4EJ9aekAAAAJ&hl=en,"Professor, Nankai University",Verified email at nbjl.nankai.edu.cn
Wentong Cai,Hsu Wen Jing,/citations?user=XnHbS6MAAAAJ&hl=en,"Nanyang Technological University, Singapore",Verified email at ntu.edu.sg
Wentong Cai,Wen Jun Tan,/citations?user=efgcCkUAAAAJ&hl=en,Nanyang Technological University,Verified email at e.ntu.edu.sg
Wentong Cai,Philipp Andelfinger,/citations?user=ZjKlg28AAAAJ&hl=en,"University of Rostock, Germany",Verified email at uni-rostock.de
Wentong Cai,Wei Jie,/citations?user=83eTRjMAAAAJ&hl=en,University of West London,Verified email at uwl.ac.uk
Wentong Cai,David Eckhoff,/citations?user=eWPewRoAAAAJ&hl=en,TUM CREATE,Verified email at tum-create.edu.sg
Wentong Cai,James Decraene,/citations?user=XUbpjRkAAAAJ&hl=en,"VP Data Science, Stellantis",Verified email at stellantis.com
Wentong Cai,Shell Ying Huang,/citations?user=zWYCmiAAAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
Wentong Cai,Yew-Soon Ong,/citations?user=h9oWOsEAAAAJ&hl=en,"President Chair Professor of Computer Science, A*Star AI Chief Scientist",Verified email at ntu.edu.sg
Wentong Cai,Sanjay Jain,/citations?user=RbC3loYAAAAJ&hl=en,"Associate Professor of Decision Sciences, George Washington University",Verified email at email.gwu.edu
Wentong Cai,Georgios Theodoropoulos,/citations?user=pr69a6YAAAAJ&hl=en,"SUSTech, Shenzhen, China",Verified email at sustech.edu.cn
Wentong Cai,Terence Hung Gih Guang,/citations?user=GpZl9noAAAAJ&hl=en,Rolls-Royce Singapore Pte Ltd,Verified email at rolls-royce.com
Wentong Cai,Nan Hu,/citations?user=U70efQQAAAAJ&hl=en,Databricks,Verified email at databricks.com
Wentong Cai,Daniel Zehe,/citations?user=6kMWQ4YAAAAJ&hl=en,TUMCREATE,Verified email at tum-create.edu.sg
Wentong Cai,David Skillicorn,/citations?user=RWL3E2AAAAAJ&hl=en,"Professor, School of Computing, Queen's University",Verified email at cs.queensu.ca
Yeo Chai Kiat,,,,
Yu Han,Chunyan Miao,/citations?user=fmXGRJgAAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
Yu Han,Zhiqi Shen,/citations?user=EA2T_lwAAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
Yu Han,Qiang Yang (杨强）,/citations?user=1LxWZLQAAAAJ&hl=en,"Chief AI Officer@WeBank, Prof. Emeritus @HKUST, IJCAI President 2017-19, AAAI-21 General Chair",Verified email at cse.ust.hk
Yu Han,Cyril Leung,/citations?user=8NHgUicAAAAJ&hl=en,"Professor, Department of Electrical and Computer Engineering, University of British Columbia (UBC)",Verified email at ece.ubc.ca
Yu Han,Yang (Veronica) Liu,/citations?user=JEieoFsAAAAJ&hl=en,Associate Professor at Tsinghua University,Verified email at air.tsinghua.edu.cn
Yu Han,Dusit (Tao) Niyato,/citations?user=T8sVhLMAAAAJ&hl=en,Nanyang Technological University (NTU),Verified email at ntu.edu.sg
Yu Han,Lizhen Cui,/citations?user=lwSZhM4AAAAJ&hl=en,Shandong University,Verified email at sdu.edu.cn
Yu Han,Yiqiang Chen,/citations?user=LC3SwhEAAAAJ&hl=en,"Professor of Computer Science, Institute of Computing Technology, CAS",Verified email at ict.ac.cn
Yu Han,Lingjuan Lyu,/citations?user=0Om30ZUAAAAJ&hl=en,Sony AI,Verified email at sony.com
Yu Han,Zelei Liu,/citations?user=NXedw80AAAAJ&hl=en,NTU,Verified email at ntu.edu.sg
Yu Han,Victor Lesser,/citations?user=izMnGyMAAAAJ&hl=en,"School of Computer Science, University of Massachusetts Amherst",Verified email at cs.umass.edu
Yu Han,"Boyang ""Albert"" Li",/citations?user=QwL4z2UAAAAJ&hl=en,"Nanyang Associate Professor, Nanyang Technological University",Verified email at ntu.edu.sg
Yu Han,Jun Lin,/citations?user=CBkH9WwAAAAJ&hl=en,"Senior Researcher, Nanyang Technological U./Professor of Shandong U./CSIP/Alibaba-NTU JRI/CSIJRI",Verified email at ntu.edu.sg
Yu Han,Jindong Wang (王晋东),/citations?user=hBZ_tKsAAAAJ&hl=en,Microsoft Research Asia,Verified email at microsoft.com
Yu Han,Bo An,/citations?user=PEEpuNwAAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
Yu Han,Siyuan Liu,/citations?user=N2O4KmIAAAAJ&hl=en,"Lecturer, NTU, Singapore",Verified email at ntu.edu.sg
Yu Han,Yuanyuan Chen,/citations?user=jlWhJAsAAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
Yu Han,Xi Weng,/citations?user=aWx9D50AAAAJ&hl=en,"Professor of Economics, Guanghua School of Management, Peking University",Verified email at gsm.pku.edu.cn
Yu Han,Mingshu Cong,/citations?user=pCk1GuMAAAAJ&hl=en,LogiOcean Technologies,Verified email at logiocean.com
Yu Han,Chang Liu,/citations?user=XQCzhpcAAAAJ&hl=en,School of Computer Science and Engineering - Nanyang Technological University,Verified email at e.ntu.edu.sg
Zhang Hanwang,Tat-Seng Chua,/citations?user=Z9DWCBEAAAAJ&hl=en,National University of Singapore,Verified email at comp.nus.edu.sg
Zhang Hanwang,Xiangnan He,/citations?user=X45Go24AAAAJ&hl=en,"University of Science and Technology of China, School of Data Science",Verified email at ustc.edu.cn
Zhang Hanwang,Kaihua Tang,/citations?user=WuO1sSkAAAAJ&hl=en,Huawei Singapore Research Center; Nanyang Technological University,Verified email at e.ntu.edu.sg
Zhang Hanwang,"Liqiang Nie (聂礼强), IAPR Fellow",/citations?user=yywVMhUAAAAJ&hl=en,Harbin Institute of Technology (Shenzhen),Verified email at hit.edu.cn
Zhang Hanwang,Qianru Sun 孙倩茹,/citations?user=fNfrGMIAAAAJ&hl=en,"Assistant Professor of Computer Science, Singapore Management University",Verified email at smu.edu.sg
Zhang Hanwang,Xian-Sheng Hua (华先胜)(IEEE Fellow),/citations?user=6G-l4o0AAAAJ&hl=en,Terminus Group,Verified email at tslsmart.com
Zhang Hanwang,Long Chen（陈隆）,/citations?user=-gtmMpIAAAAJ&hl=en,Hong Kong University of Science and Technology,Verified email at ust.hk
Zhang Hanwang,Yulei Niu,/citations?user=WXd3dDwAAAAJ&hl=en,"Postdoctoral Research Scientist, Columbia University",Verified email at columbia.edu
Zhang Hanwang,"Meng Wang, IEEE Fellow, IAPR Fellow",/citations?user=rHagaaIAAAAJ&hl=en,Hefei University of Technology,Verified email at hfut.edu.cn
Zhang Hanwang,Shih-Fu Chang,/citations?user=OMVTRscAAAAJ&hl=en,"Professor of Electrical Engineering and Computer Science, Columbia University",Verified email at columbia.edu
Zhang Hanwang,Jianfei Cai,/citations?user=N6czCoUAAAAJ&hl=en,"Professor of Data Science & AI, Monash University",Verified email at monash.edu
Zhang Hanwang,XU YANG,/citations?user=SqdxMH0AAAAJ&hl=en,Southeast University,Verified email at seu.edu.cn
Zhang Hanwang,Jiaxin Shi,/citations?user=8XcQHUEAAAAJ&hl=en,Tsinghua University,Verified email at mails.tsinghua.edu.cn
Zhang Hanwang,Jingyuan Chen,/citations?user=o_G2qa0AAAAJ&hl=en,Zhejiang University,Verified email at zju.edu.cn
Zhang Hanwang,Tan Wang（王谭）,/citations?user=wFduC9EAAAAJ&hl=en,"PhD student, SCSE, Nanyang Technological University",Verified email at e.ntu.edu.sg
Zhang Hanwang,"Shuicheng Yan, Fellow of AAAI, ACM,...",/citations?user=DNuiPHwAAAAJ&hl=en,"Kunlun 2050 Research & Skywork AI, previously Sea AI Lab",Verified email at kunlun-inc.com
Zhang Hanwang,Daqing Liu (刘大庆),/citations?user=TbBfOVEAAAAJ&hl=en,"Research Scientist, JD.com",Verified email at jd.com
Zhang Hanwang,Yue Zhongqi,/citations?user=7Iyz9ZYAAAAJ&hl=en,"PhD student, Nanyang Technological University",Verified email at e.ntu.edu.sg
Zhang Hanwang,Juanzi Li,/citations?user=SgNB-ioAAAAJ&hl=en,Tsinghua University,Verified email at tsinghua.edu.cn
Zhang Hanwang,Jinhui Tang (唐金辉),/citations?user=ByBLlEwAAAAJ&hl=en,Nanjing University of Science and Technology,Verified email at acm.org
Zhang Jie,Guibing Guo,/citations?user=YMXJa2EAAAAJ&hl=en,"Professor, Software College, Northeastern University, China",Verified email at swc.neu.edu.cn
Zhang Jie,Hui Fang,/citations?user=784G0hYAAAAJ&hl=en,"Associate Professor,  Shanghai University of Finance and Economics",Verified email at mail.shufe.edu.cn
Zhang Jie,Zhiguang Cao,/citations?user=2R-cOkYAAAAJ&hl=en,Singapore Management University,Verified email at smu.edu.sg
Zhang Jie,ZHU SUN,/citations?user=kJy0fd8AAAAJ&hl=en,"Nanyang Technological University, Singapore",Verified email at mq.edu.au
Zhang Jie,Wen Song,/citations?user=s8Nz-xoAAAAJ&hl=en,Shandong University,Verified email at email.sdu.edu.cn
Zhang Jie,Siwei Jiang,/citations?user=LKL0C2QAAAAJ&hl=en,"Senior Algorithm Advisor, Hema, Alibaba Group",Verified email at alibaba-inc.com
Zhang Jie,Yang Liu,/citations?user=_Pvgwd0AAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
Zhang Jie,Neil Yorke-Smith,/citations?user=tewSAS0AAAAJ&hl=en,Delft University of Technology,Verified email at tudelft.nl
Zhang Jie,Athirai A. Irissappane,/citations?user=WHQfm8MAAAAJ&hl=en,,Verified email at uw.edu
Zhang Jie,Hongliang Guo,/citations?user=vR9kUw8AAAAJ&hl=en,"Institute for Infocomm Research (I2R), Agency for Science, Technology and Research",Verified email at i2r.a-star.edu.sg
Zhang Jie,Jie Yang,/citations?user=DAlsOOEAAAAJ&hl=en,"Assistant Professor, Delft University of Technology",Verified email at tudelft.nl
Zhang Jie,Julita Vassileva,/citations?user=XunR3DYAAAAJ&hl=en,"Computer Science Department, University of Saskatchewan",Verified email at cs.usask.ca
Zhang Jie,Daniel Thalmann,/citations?user=GPusciUAAAAJ&hl=en,"Professor, EPFL, Switzerland & Miralab Sarl, Switzerland",Verified email at epfl.ch
Zhang Jie,Murat Sensoy,/citations?user=zwhncjQAAAAJ&hl=en,"Department of Computer Science, University College London",Verified email at ucl.ac.uk
Zhang Jie,Carol Fung,/citations?user=lIYpkGYAAAAJ&hl=en,Associate Professor at Concordia University,Verified email at concordia.ca
Zhang Jie,Yang BAO,/citations?user=7EEwatMAAAAJ&hl=en,"Antai College of Economics and Management, Shanghai Jiao Tong University",Verified email at sjtu.edu.cn
Zhang Jie,Ali Ghorbani,/citations?user=tMc1RhUAAAAJ&hl=en,"Professor and Canada Research Chair in Cybersecurity, University of New Brunswick, Canada",Verified email at unb.ca
Zhang Jie,Thomas Tran,/citations?user=PlpKfYgAAAAJ&hl=en,"Professor, School of Electrical Engineering and Computer Science, University of Ottawa",Verified email at site.uottawa.ca
Zhang Jie,Xu Chi,/citations?user=gHHIfB4AAAAJ&hl=en,Singapore Institute of Manufacturing Technology,Verified email at simtech.a-star.edu.sg
Zhang Jie,Chang Xu,/citations?user=9ZuvJaAAAAAJ&hl=en,Oracle,Verified email at oracle.com
Zhang Tianwei,,,,
Zhao Jun,Qingqing Wu (武庆庆),/citations?user=as1T8CMAAAAJ&hl=en,"Shanghai Jiao Tong University, Associate Professor",Verified email at sjtu.edu.cn
Zhao Jun,Lingjuan Lyu,/citations?user=0Om30ZUAAAAJ&hl=en,Sony AI,Verified email at sony.com
Zhao Jun,Chau Yuen,/citations?user=7VLbLUMAAAAJ&hl=en,"IEEE Fellow, Highly Cited Researcher, Nanyang Technological University",Verified email at ntu.edu.sg
Zhao Jun,Mengmeng Yang,/citations?user=nNRL4_UAAAAJ&hl=en,"Data61, CSIRO, Australia",Verified email at data61.csiro.au
Zhao Jun,Sumei Sun,/citations?user=xGp4deUAAAAJ&hl=en,Institute for Infocomm Research,Verified email at i2r.a-star.edu.sg
Zhao Jun,Viet Quoc Pham,/citations?user=zKX-0LIAAAAJ&hl=en,"Trinity College Dublin, The University of Dublin",Verified email at tcd.ie
Zhao Jun,Liang Xiao,/citations?user=jLCBw1IAAAAJ&hl=en,"Dept. Communication Engineering, Xiamen University",Verified email at xmu.edu.cn
Zhao Jun,Marco Di Renzo,/citations?user=5dRt0OoAAAAJ&hl=en,"CNRS Research Director - CentraleSupelec, Paris-Saclay University",Verified email at l2s.centralesupelec.fr
Zhao Jun,Han Shoudong,/citations?user=GK8SlC0AAAAJ&hl=en,Huazhong University of Science and Technology,Verified email at hust.edu.cn
Zhao Jun,Dong In Kim,/citations?user=v2chr7kAAAAJ&hl=en,Sungkyunkwan University (SKKU),Verified email at skku.ac.kr
Zhao Jun,Yue Xiao,/citations?user=BYmdkuAAAAAJ&hl=en,"Professor, National Key Lab of Sci. & Tec. on Comm., Univ. of Elect. Sci. and Tech. of China (UESTC)",Verified email at uestc.edu.cn
Zhao Jun,Chenhui Hu,/citations?user=QiGN63sAAAAJ&hl=en,"PhD Student, School of Engineering and Applied Sciences, Harvard University, USA",Verified email at seas.harvard.edu
Zhao Jun,Adrian Perrig,/citations?user=n-Oret4AAAAJ&hl=en,"Professor of Computer Science at ETH Zürich, Adjunct Professor of ECE at CMU, Cylab Fellow",Verified email at inf.ethz.ch
Zheng Jianmin,,,,
Zinovi Rabinovich,Svetlana Obraztsova,/citations?user=aorQUi0AAAAJ&hl=en,Nanyang Technological University,Verified email at ntu.edu.sg
Zinovi Rabinovich,Maria Polukarov,/citations?user=nL-zXO4AAAAJ&hl=en,"Department of Informatics, King's College London",Verified email at kcl.ac.uk
Zinovi Rabinovich,Nick Jennings,/citations?user=FX5CsuYAAAAJ&hl=en,"Vice-Chancellor and President, Loughborough University",Verified email at lboro.ac.uk
Zinovi Rabinovich,Claudia V. Goldman,/citations?user=KiyKf6IAAAAJ&hl=en,General Motors,Verified email at gm.com
Zinovi Rabinovich,Haifeng Xu,/citations?user=nLgg388AAAAJ&hl=en,University of Chicago,Verified email at uchicago.edu
Zinovi Rabinovich,Edith Elkind,/citations?user=MsGRzsoAAAAJ&hl=en,University of Oxford,Verified email at cs.ox.ac.uk
Zinovi Rabinovich,Omer Lev,/citations?user=LTMdHpwAAAAJ&hl=en,Ben-Gurion University,Verified email at bgu.ac.il
Zinovi Rabinovich,Lihi (Naamani) Dery,/citations?user=UM0rCaoAAAAJ&hl=en,"Senior Lecturer, Industrial Engineering and Management, Ariel University",Verified email at ariel.ac.il
Zinovi Rabinovich,Evangelos Markakis,/citations?user=VDyjbagAAAAJ&hl=en,Athens University of Economics and Business,Verified email at aueb.gr
Zinovi Rabinovich,Sarit Kraus,/citations?user=PfgeYGwAAAAJ&hl=en,"Professor Of Computer Science, Bar-Ilan University",Verified email at cs.biu.ac.il
Zinovi Rabinovich,Enrico Gerding,/citations?user=TIuriUgAAAAJ&hl=en,University of Southampton,Verified email at ecs.soton.ac.uk
Zinovi Rabinovich,Milind Tambe,/citations?user=YOVZiJkAAAAJ&hl=en,"Professor & Director CRCS Center  @Harvard; Director ""AI for Social Good"" @Google Research",Verified email at harvard.edu
Zinovi Rabinovich,Shaddin Dughmi,/citations?user=jn-B_MoAAAAJ&hl=en,"Associate Professor of Computer Science, University of Southern California",Verified email at usc.edu
Zinovi Rabinovich,Albert X. Jiang,/citations?user=kzglGGEAAAAJ&hl=en,"Assistant Professor of Computer Science, Trinity University",Verified email at trinity.edu
Zinovi Rabinovich,Jiarui Gan,/citations?user=25GYJiwAAAAJ&hl=en,University of Oxford,Verified email at cs.ox.ac.uk
Zinovi Rabinovich,Kobi Gal,/citations?user=lNHuLiQAAAAJ&hl=en,"Ben-Gurion University, University of Edinburgh",Verified email at bgu.ac.il
Zinovi Rabinovich,Victor Naroditskiy,/citations?user=tuEpptIAAAAJ&hl=en,OneMarketData,Verified email at onetick.com
Zinovi Rabinovich,Khoi D. Hoang,/citations?user=HxpHciQAAAAJ&hl=en,Washington University in St. Louis,Verified email at wustl.edu
Zinovi Rabinovich,William Yeoh,/citations?user=HdLFmroAAAAJ&hl=en,Washington University in St. Louis,Verified email at wustl.edu
Zinovi Rabinovich,Meir Kalech,/citations?user=vo5iW3wAAAAJ&hl=en,Ben-Gurion University,Verified email at bgu.ac.il
